startValue,endValue,quantity
226600,226799,3
226800,226999,3
227000,227199,2
227200,227399,1
227400,227599,1
227600,227799,3
227800,227999,2
228000,228199,4
228200,228399,3
228400,228599,3
228600,228799,2
228800,228999,6
229000,229199,0
229200,229399,4
229400,229599,4
229600,229799,3
229800,229999,1
230000,230199,3
230200,230399,1
230400,230599,5
230600,230799,5
230800,230999,2
231000,231199,0
231200,231399,4
231400,231599,2
231600,231799,0
231800,231999,3
232000,232199,1
232200,232399,3
232400,232599,2
232600,232799,1
232800,232999,0
233000,233199,3
233200,233399,1
233400,233599,3
233600,233799,2
233800,233999,2
234000,234199,1
234200,234399,1
234400,234599,2
234600,234799,5
234800,234999,1
235000,235199,1
235200,235399,0
235400,235599,2
235600,235799,3
235800,235999,0
236000,236199,5
236200,236399,4
236400,236599,1
236600,236799,1
236800,236999,2
237000,237199,1
237200,237399,2
237400,237599,2
237600,237799,2
237800,237999,3
238000,238199,1
238200,238399,2
238400,238599,6
238600,238799,1
238800,238999,4
239000,239199,1
239200,239399,3
239400,239599,1
239600,239799,3
239800,239999,3
240000,240199,3
240200,240399,1
240400,240599,0
240600,240799,1
240800,240999,0
241000,241199,1
241200,241399,2
241400,241599,1
241600,241799,0
241800,241999,2
242000,242199,3
242200,242399,1
242400,242599,1
242600,242799,0
242800,242999,2
243000,243199,1
243200,243399,1
243400,243599,4
243600,243799,1
243800,243999,1
244000,244199,5
244200,244399,1
244400,244599,2
244600,244799,2
244800,244999,0
245000,245199,1
245200,245399,1
245400,245599,1
245600,245799,2
245800,245999,2
246000,246199,0
246200,246399,0
246400,246599,2
246600,246799,1
246800,246999,3
247000,247199,1
247200,247399,1
247400,247599,1
247600,247799,4
247800,247999,0
248000,248199,0
248200,248399,1
248400,248599,3
248600,248799,4
248800,248999,1
249000,249199,4
249200,249399,2
249400,249599,3
249600,249799,2
249800,249999,3
250000,250199,0
250200,250399,1
250400,250599,1
250600,250799,0
250800,250999,1
251000,251199,1
251200,251399,0
251400,251599,4
251600,251799,0
251800,251999,3
252000,252199,2
252200,252399,3
252400,252599,1
252600,252799,2
252800,252999,1
253000,253199,3
253200,253399,1
253400,253599,0
253600,253799,3
253800,253999,1
254000,254199,1
254200,254399,2
254400,254599,2
254600,254799,1
254800,254999,4
255000,255199,1
255200,255399,5
255400,255599,3
255600,255799,2
255800,255999,0
256000,256199,0
256200,256399,1
256400,256599,1
256600,256799,3
256800,256999,3
257000,257199,1
257200,257399,2
257400,257599,1
257600,257799,1
257800,257999,0
258000,258199,2
258200,258399,3
258400,258599,0
258600,258799,3
258800,258999,3
259000,259199,2
259200,259399,2
259400,259599,0
259600,259799,1
259800,259999,2
260000,260199,1
260200,260399,1
260400,260599,0
260600,260799,3
260800,260999,2
261000,261199,2
261200,261399,1
261400,261599,1
261600,261799,1
261800,261999,1
262000,262199,3
262200,262399,2
262400,262599,1
262600,262799,1
262800,262999,0
263000,263199,0
263200,263399,1
263400,263599,2
263600,263799,0
263800,263999,2
264000,264199,0
264200,264399,2
264400,264599,1
264600,264799,0
264800,264999,0
265000,265199,2
265200,265399,0
265400,265599,2
265600,265799,0
265800,265999,2
266000,266199,3
266200,266399,2
266400,266599,3
266600,266799,0
266800,266999,0
267000,267199,0
267200,267399,2
267400,267599,2
267600,267799,0
267800,267999,2
268000,268199,3
268200,268399,1
268400,268599,0
268600,268799,1
268800,268999,1
269000,269199,0
269200,269399,0
269400,269599,2
269600,269799,2
269800,269999,0
270000,270199,2
270200,270399,0
270400,270599,1
270600,270799,1
270800,270999,0
271000,271199,1
271200,271399,1
271400,271599,1
271600,271799,0
271800,271999,2
272000,272199,0
272200,272399,1
272400,272599,2
272600,272799,3
272800,272999,0
273000,273199,0
273200,273399,0
273400,273599,0
273600,273799,1
273800,273999,2
274000,274199,1
274200,274399,1
274400,274599,2
274600,274799,0
274800,274999,1
275000,275199,0
275200,275399,0
275400,275599,4
275600,275799,1
275800,275999,3
276000,276199,0
276200,276399,6
276400,276599,1
276600,276799,1
276800,276999,2
277000,277199,0
277200,277399,1
277400,277599,1
277600,277799,1
277800,277999,0
278000,278199,1
278200,278399,1
278400,278599,0
278600,278799,0
278800,278999,1
279000,279199,2
279200,279399,0
279400,279599,1
279600,279799,0
279800,279999,2
280000,280199,0
280200,280399,1
280400,280599,0
280600,280799,0
280800,280999,2
281000,281199,0
281200,281399,1
281400,281599,1
281600,281799,0
281800,281999,3
282000,282199,5
282200,282399,2
282400,282599,1
282600,282799,0
282800,282999,0
283000,283199,0
283200,283399,0
283400,283599,0
283600,283799,2
283800,283999,1
284000,284199,0
284200,284399,0
